gene_id	transcript_id(s)	chromosome	tx_start	tx_end	strand	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound	promoter_start	promoter_end	H3K4me3	H3K27me3
ENSG00000224627.1	ENST00000412884.1	chr2	83594955	83595243	+	288	123.05	0	0	0	0	0	0.37	0.35	7.79E-06	1.11905	1.05E-06	1.03989	83592955	83595955	False	False
ENSG00000199295.1	ENST00000362425.1	chr2	83657734	83657842	+	108	0	0	0	0	0	0	0	0	0	0	0	0	83655734	83658734	False	False
ENSG00000228225.1	ENST00000442571.1	chr2	84031139	84032358	+	1219	1052.57	0	0	0	0	0	0.04	0.04	1.38E-06	0.131967	1.28E-06	0.122674	84029139	84032139	False	False
ENSG00000228902.1	ENST00000451049.1	chr2	84039884	84040720	-	836	669.57	0	0	0	0	0	0.07	0.06	1.03E-06	0.204811	9.60E-07	0.190347	84039720	84042720	False	False
ENSG00000182814.7	ENST00000331369.5	chr2	84290682	84292202	+	858	691.61	0	0	0	0	0	0.18	0.17	0.00227171	0.47636	0.00235379	0.443249	84288682	84291682	False	False
ENSG00000228272.1	ENST00000440495.1	chr2	84315107	84350774	+	646	479.6	0	0	0	0	0	0.1	0.09	3.79E-06	0.289573	3.52E-06	0.269353	84313107	84316107	False	False
ENSG00000163541.11	ENST00000393868.6	chr2	84423527	84459280	-	1455.23	1288.81	3558	136.68	119.34	3558	0	128.64	119.57	124.234	133.132	115.465	123.713	84458280	84461280	False	False
ENSG00000115423.18	ENST00000237449.10	chr2	84517818	84819589	+	12666	12499.57	1	0	0	1	0	0.2	0.19	0.0296282	0.458493	0.0273506	0.426258	84515818	84518818	False	False
ENSG00000259056.1	ENST00000556632.1	chr2	84750768	84751231	+	463	296.66	0	0	0	0	0	0.16	0.14	2.22E-06	0.467232	2.07E-06	0.434428	84748768	84751768	False	False
ENSG00000235847.2	ENST00000398295.3	chr2	84777258	84778223	-	965	798.57	3.01	0.19	0.16	3.01	0.11	0.23	0.22	0.0391261	0.45936	0.0391958	0.429982	84777223	84780223	False	False
ENSG00000186854.10	ENST00000335459.9	chr2	84821649	84881245	-	2274.87	2108.44	5	0.12	0.1	5	0	0.77	0.71	0.319464	1.28155	0.296518	1.19114	84880245	84883245	False	False
ENSG00000276362.1	ENST00000618630.1	chr2	84850710	84851148	+	438	271.68	0	0	0	0	0	0.17	0.16	1.05E-05	0.510101	7.66E-06	0.474113	84848710	84851710	False	False
ENSG00000213400.3	ENST00000437175.1	chr2	84874695	84875020	+	325	159.26	0	0	0	0	0	0.29	0.27	4.96E-06	0.867555	4.61E-06	0.806878	84872695	84875695	False	False
ENSG00000034510.5	ENST00000233143.5	chr2	84905655	84906671	+	496	329.64	3520	528.67	461.62	3520	0	492.67	457.94	476.514	508.831	443.348	473.333	84903655	84906655	False	False
ENSG00000213399.3	ENST00000449856.1	chr2	84915867	84916660	+	793	626.58	6.26	0.49	0.43	6.33	0.62	0.54	0.5	0.185806	0.947706	0.173224	0.881852	84913867	84916867	False	False
ENSG00000176407.17	ENST00000409785.8	chr2	84971160	85059472	+	1899.21	1732.81	1299	37.11	32.41	1299	0	34.92	32.45	31.1449	38.5505	28.96	35.8427	84969160	84972160	False	False
ENSG00000260840.1	ENST00000567718.1	chr2	85064107	85067347	-	3137	2970.57	0	0	0	0	0	0.02	0.01	1.91E-07	0.0462987	1.78E-07	0.0430505	85066347	85069347	False	False
ENSG00000235463.1	ENST00000411597.1	chr2	85068808	85069031	-	223	62.57	0	0	0	0	0	0.74	0.69	1.85E-05	2.20468	1.73E-05	2.0504	85068031	85071031	False	False
ENSG00000225787.1	ENST00000436601.1	chr2	85102388	85102694	-	306	140.59	0	0	0	0	0	0.33	0.3	2.62E-07	0.980143	2.44E-07	0.911441	85101694	85104694	False	False
ENSG00000152284.4	ENST00000282111.3	chr2	85133391	85310387	+	1194.75	1028.35	0	0	0	0	0	0.34	0.32	0.0443759	0.722114	0.0410288	0.67107	85131391	85134391	False	False
ENSG00000231134.1	ENST00000433581.1	chr2	85186408	85187253	+	458	291.66	0	0	0	0	0	0.16	0.15	9.18E-06	0.470476	2.70E-05	0.437327	85184408	85187408	False	False
ENSG00000200701.1	ENST00000363831.1	chr2	85204925	85205032	+	107	0	0	0	0	0	0	0	0	0	0	0	0	85202925	85205925	False	False
ENSG00000230299.1	ENST00000419682.1	chr2	85262143	85262267	-	124	2.93	0	0	0	0	0	15.72	14.62	0.000294931	46.9562	0.000273924	43.6781	85261267	85264267	False	False
ENSG00000246575.2	ENST00000501107.2	chr2	85315040	85316529	+	704	537.59	0	0	0	0	0	0.09	0.08	1.02E-06	0.255865	9.49E-07	0.23794	85313040	85316040	False	False
ENSG00000152291.13	ENST00000282120.6	chr2	85318019	85328296	-	5105.05	4938.62	2179	21.84	19.07	2179	0	20.53	19.08	18.9248	22.1106	17.6333	20.5974	85327296	85330296	False	False
ENSG00000239143.1	ENST00000458902.1	chr2	85332894	85332996	-	102	0	0	0	0	0	0	0	0	0	0	0	0	85331996	85334996	False	False
ENSG00000270532.1	ENST00000603980.1	chr2	85341280	85341838	-	558	391.62	4.04	0.51	0.45	4.06	0.24	0.6	0.55	0.147583	1.12746	0.136005	1.04733	85340838	85343838	False	False
ENSG00000042445.13	ENST00000295802.8	chr2	85341954	85354528	-	3003.67	2837.24	310	5.41	4.72	310	0	5.81	5.4	4.96116	6.72943	4.61551	6.26015	85353528	85356528	False	False
ENSG00000115459.17	ENST00000315658.11	chr2	85354802	85391748	+	1553.72	1387.29	216	7.71	6.73	216	0	8.38	7.79	6.99521	9.90323	6.50274	9.20634	85352802	85355802	False	False
ENSG00000271014.1	ENST00000605302.1	chr2	85360797	85360925	-	128	3.8	0	0	0	0	0	12.14	11.28	0.000127072	35.9791	0.000118641	33.4628	85359925	85362925	False	False
ENSG00000202382.1	ENST00000365512.1	chr2	85367584	85367686	+	102	0	0	0	0	0	0	0	0	0	0	0	0	85365584	85368584	False	False
ENSG00000278590.1	ENST00000619959.1	chr2	85368281	85368580	+	299	133.75	4	1.48	1.29	4	0	1.72	1.6	0.420508	3.25322	0.385762	3.01839	85366281	85369281	False	False
ENSG00000273196.1	ENST00000610137.1	chr2	85387073	85387146	-	73	0	0	0	0	0	0	0	0	0	0	0	0	85386146	85389146	False	False
ENSG00000042493.15	ENST00000263867.8	chr2	85394752	85410366	-	928.69	762.29	868	56.37	49.22	868	0	54.81	50.95	49.6592	60.1728	46.1734	55.9399	85409366	85412366	False	False
ENSG00000207207.1	ENST00000384478.1	chr2	85434506	85434619	+	113	1.27	0	0	0	0	0	36.22	33.67	0.00128058	108.251	0.00119126	100.666	85432506	85435506	False	False
ENSG00000152292.16	ENST00000340326.2	chr2	85434794	85437029	+	556	389.62	1	0.13	0.11	1	0	0.84	0.78	0.33778	1.42582	0.30806	1.31987	85432794	85435794	False	False
ENSG00000244399.3	ENST00000464175.3	chr2	85442494	85442791	+	297	131.8	0	0	0	0	0	0.35	0.33	2.93E-06	1.04327	2.72E-06	0.969698	85440494	85443494	False	False
ENSG00000199936.1	ENST00000363066.1	chr2	85460143	85460252	-	109	0	0	0	0	0	0	0	0	0	0	0	0	85459252	85462252	False	False
ENSG00000229648.1	ENST00000453567.1	chr2	85490929	85491780	-	851	684.57	1	0.07	0.06	1	0	0.13	0.13	0.00292319	0.321903	0.00252501	0.299063	85490780	85493780	False	False
ENSG00000168906.12	ENST00000306434.7	chr2	85539167	85545281	+	2666.31	2499.88	3095	61.3	53.52	3095	0	57.71	53.65	55.4646	59.9239	51.5879	55.7157	85537167	85540167	False	False
ENSG00000115486.11	ENST00000233838.8	chr2	85544719	85561493	-	1520.68	1354.27	336	12.28	10.73	336	0	12.41	11.54	10.5488	14.3884	9.79375	13.3615	85560493	85563493	False	False
ENSG00000276281.1	ENST00000616400.1	chr2	85567661	85567960	-	299	133.75	0	0	0	0	0	0.34	0.32	8.48E-07	1.01814	7.88E-07	0.947057	85566960	85569960	False	False
ENSG00000118640.10	ENST00000263864.9	chr2	85577585	85582031	+	774	607.58	1367	111.39	97.26	1367	0	104.09	96.75	98.5322	109.553	91.7562	101.989	85575585	85578585	False	False
ENSG00000168899.4	ENST00000306384.4	chr2	85584430	85593406	+	639.43	473.03	3	0.31	0.27	3	0	0.5	0.46	0.116998	0.94128	0.108843	0.875345	85582430	85585430	False	False
ENSG00000168894.9	ENST00000306368.8	chr2	85595744	85597708	+	565.58	399.2	1460	181.07	158.1	1460	0	169.61	157.65	160.895	178.423	149.477	165.758	85593744	85596744	False	False
ENSG00000168890.13	ENST00000306353.7	chr2	85598547	85602698	-	1475.58	1309.15	88	3.33	2.91	88	0	4.22	3.93	3.24955	5.25488	3.02855	4.89315	85601698	85604698	False	False
ENSG00000168887.10	ENST00000306336.5	chr2	85605253	85612066	-	2368.51	2202.09	817	18.37	16.04	817	0	17.62	16.38	15.7821	19.5282	14.652	18.1358	85611066	85614066	False	False
ENSG00000168883.19	ENST00000323701.10	chr2	85616185	85649283	+	1966.1	1799.67	3372	92.76	81	3372	0	88.84	82.58	84.7805	93.0343	78.8471	86.5269	85614185	85617185	False	False
ENSG00000168878.16	ENST00000393822.7	chr2	85657317	85668741	-	1730.14	1564.06	0	0	0	0	0	0.8	0.74	0.113706	1.76141	0.106042	1.63822	85667741	85670741	False	False
ENSG00000203363.2	ENST00000443948.1	chr2	85686052	85687047	-	995	828.57	0	0	0	0	0	0.06	0.05	1.15E-06	0.166941	8.84E-06	0.155268	85686047	85689047	False	False
ENSG00000115523.16	ENST00000263863.8	chr2	85694290	85698854	+	900.57	734.15	0	0	0	0	0	1.01	0.94	0.507922	1.59427	0.471122	1.48062	85692290	85695290	False	False
ENSG00000199687.1	ENST00000362817.1	chr2	85728193	85728337	-	144	8.84	0	0	0	0	0	5.22	4.85	4.87E-05	15.5282	4.53E-05	14.4413	85727337	85730337	False	False
ENSG00000168874.12	ENST00000306279.3	chr2	85753990	85791383	+	1886.6	1720.17	0	0	0	0	0	0.19	0.17	0.0360218	0.390546	0.0334524	0.363151	85751990	85754990	False	False
ENSG00000278783.1	ENST00000616741.1	chr2	85783599	85783677	-	78	0	0	0	0	0	0	0	0	0	0	0	0	85782677	85785677	False	False
ENSG00000229498.1	ENST00000366278.2	chr2	85815129	85825391	+	1711	1544.57	0	0	0	0	0	0.03	0.03	3.98E-07	0.0893015	3.70E-07	0.0830567	85813129	85816129	False	False
ENSG00000252321.1	ENST00000516512.1	chr2	85820434	85820612	-	178	27.27	0	0	0	0	0	1.69	1.57	3.08E-05	5.09242	2.86E-05	4.73531	85819612	85822612	False	False
ENSG00000115525.16	ENST00000306262.9	chr2	85846405	85888988	-	1710.53	1544.11	97	3.11	2.72	97	0	4.35	4.05	3.18958	5.60515	2.97388	5.21984	85887988	85890988	False	False
ENSG00000232504.4	ENST00000455121.3	chr2	85889279	85890980	+	783	616.58	2	0.16	0.14	2	0	0.22	0.21	0.0230057	0.478858	0.0209007	0.444724	85887279	85890279	False	False
ENSG00000272564.1	ENST00000608140.1	chr2	85904278	85904727	+	449	282.67	0	0	0	0	0	0.16	0.15	1.06E-06	0.488507	9.85E-07	0.454444	85902278	85905278	False	False
ENSG00000068654.15	ENST00000263857.10	chr2	86020215	86105886	-	7172.32	7005.9	4953	35	30.56	4953	0	34.37	31.95	31.6951	36.9377	29.5591	34.4269	86104886	86107886	False	False
ENSG00000132300.18	ENST00000254630.11	chr2	86106234	86142157	+	1628.28	1463.08	4985	168.69	147.29	4985	0	161.29	149.92	142.833	180.38	132.863	167.763	86104234	86107234	False	False
ENSG00000208772.1	ENST00000386037.1	chr2	86135869	86136006	+	137	6.32	3	23.5	20.52	3	0	29.19	27.13	4.96196	57.9062	4.87957	54.1078	86133869	86136869	False	False
ENSG00000132305.20	ENST00000254636.9	chr2	86143931	86195002	-	2584.16	2417.73	6659	136.36	119.06	6659	0	128.46	119.41	124.831	132.241	116.008	122.868	86194002	86197002	False	False
ENSG00000200241.1	ENST00000363371.1	chr2	86159955	86160066	-	111	1.07	0	0	0	0	0	43.02	39.98	3.99E-05	127.495	3.70E-05	118.626	86159066	86162066	False	False
ENSG00000265420.1	ENST00000579234.1	chr2	86193025	86193108	-	83	0	0	0	0	0	0	0	0	0	0	0	0	86192108	86195108	False	False
ENSG00000273080.1	ENST00000610262.1	chr2	86195589	86196049	+	460	293.66	19	3.2	2.8	19	0	3.14	2.92	1.81659	4.53573	1.69721	4.22548	86193589	86196589	False	False
ENSG00000132313.14	ENST00000254644.12	chr2	86199354	86212838	+	1067.31	900.9	2484.97	136.56	119.24	2484.97	0.18	127.2	118.23	120.501	134.256	111.825	124.599	86197354	86200354	False	False
ENSG00000068615.16	ENST00000165698.9	chr2	86213992	86337654	-	3616	3449.57	2	0.03	0.03	2	0	0.92	0.86	0.341751	1.57839	0.314299	1.46401	86336654	86339654	False	False
ENSG00000202537.1	ENST00000365667.1	chr2	86347061	86347195	-	134	5.39	0	0	0	0	0	8.55	7.95	0.000128176	25.3985	0.000119088	23.6222	86346195	86349195	False	False
ENSG00000251974.1	ENST00000516165.1	chr2	86364135	86364265	+	130	4.29	0	0	0	0	0	10.75	9.99	4.08E-05	32.3375	3.79E-05	30.0744	86362135	86365135	False	False
ENSG00000115548.16	ENST00000312912.9	chr2	86441370	86492716	+	3518.51	3352.11	2422	35.77	31.23	2422	0	35.79	33.26	30.7027	40.7148	28.5895	37.8943	86439370	86442370	False	False
ENSG00000115561.15	ENST00000263856.8	chr2	86503429	86563443	-	1650.07	1483.66	1364	45.52	39.74	1361.66	2.27	42.89	39.86	38.5103	47.4674	35.8057	44.1338	86562443	86565443	False	False
ENSG00000249884.8	ENST00000440757.2	chr2	86510423	86623028	-	970	803.57	0	0	0	2.76	2.39	0.27	0.25	0.00574468	0.619191	0.00671877	0.577186	86622028	86625028	False	False
ENSG00000200563.1	ENST00000363693.1	chr2	86515203	86515308	-	105	0	0	0	0	0	0	0	0	0	0	0	0	86514308	86517308	False	False
ENSG00000239305.6	ENST00000237455.4	chr2	86603397	86623865	-	3384.86	3218.43	123	1.89	1.65	122.58	0.72	2.33	2.17	1.72378	3.01284	1.60177	2.79959	86622865	86625865	False	False
ENSG00000228363.2	ENST00000424788.1	chr2	86604289	86618055	+	1106.75	940.34	0	0	0	0	0	0.28	0.26	0.0367188	0.588622	0.034368	0.547551	86602289	86605289	False	False
ENSG00000153561.12	ENST00000283632.4	chr2	86720290	86778041	+	5014.06	4847.64	5871	59.96	52.36	5871	0	56.35	52.37	49.7675	63.0873	46.1922	58.5747	86718290	86721290	False	False
ENSG00000153563.15	ENST00000283635.7	chr2	86784609	86791680	-	2123.75	1957.33	0	0	0	0	0	0.17	0.15	0.0153795	0.390828	0.0142178	0.363187	86790680	86793680	False	False
ENSG00000172116.21	ENST00000331469.6	chr2	86815556	86861915	-	969.67	803.24	0	0	0	0	0	0.37	0.35	0.101947	0.677559	0.0951669	0.630145	86860915	86863915	False	False
ENSG00000233673.6	ENST00000426186.1	chr2	86871300	86912978	+	2149	1982.57	47.46	1.19	1.03	47.87	5.06	1.17	1.08	0.774511	1.56605	0.719761	1.45593	86869300	86872300	False	False
ENSG00000213605.2	ENST00000358778.4	chr2	86885074	86885731	-	657	490.59	0	0	0	0	0	0.09	0.09	2.66E-06	0.280932	2.47E-06	0.261286	86884731	86887731	False	False
ENSG00000187627.14	ENST00000398193.7	chr2	86913811	87012663	+	3851.32	3684.89	247.15	3.32	2.9	275.45	39.82	3.25	3.02	2.3083	4.11616	2.1447	3.82485	86911811	86914811	False	False
ENSG00000231351.2	ENST00000418877.1	chr2	86930249	86930754	-	505	338.63	0	0	0	0.35	0.68	0.18	0.17	8.23E-06	0.542309	7.63E-06	0.504674	86929754	86932754	False	False
ENSG00000226114.1	ENST00000415445.1	chr2	86934461	86934822	-	361	194.92	0	0	0	0	0	0.24	0.22	9.81E-07	0.702696	9.13E-07	0.653518	86933822	86936822	False	False
ENSG00000183281.14	ENST00000355705.3	chr2	87012311	87021852	-	952.29	785.88	0	0	0	0.46	0.5	0.57	0.53	0.165332	1.01534	0.155174	0.945585	87020852	87023852	False	False
ENSG00000231259.4	ENST00000452554.2	chr2	87031814	87052992	-	1408	1241.57	248.66	9.92	8.66	248.51	26.89	9.27	8.62	7.03672	11.548	6.53621	10.7307	87051992	87054992	False	False
ENSG00000266931.1	ENST00000592457.1	chr2	87055657	87076060	-	143	8.45	0	0	0	0	0	5.46	5.07	9.72E-05	16.4836	9.03E-05	15.3277	87075060	87078060	False	False
ENSG00000230395.1	ENST00000426110.1	chr2	87118533	87120980	-	312	146.47	0	0	0	1.53	1.91	0.8	0.74	8.49E-06	2.39257	7.90E-06	2.22417	87119980	87122980	False	False
ENSG00000204745.3	ENST00000454465.1	chr2	87125197	87196629	+	3819	3652.57	468.57	6.35	5.55	468.52	22.46	5.93	5.51	5.15543	6.70129	4.79886	6.23581	87123197	87126197	False	False
ENSG00000264793.1	ENST00000582617.1	chr2	87194785	87194859	+	74	0	0	0	0	0	0	0	0	0	0	0	0	87192785	87195785	False	False
ENSG00000233671.1	ENST00000423285.1	chr2	87221112	87222488	-	1376	1209.57	0	0	0	0	0	0.04	0.04	2.42E-06	0.11484	2.25E-06	0.106801	87221488	87224488	False	False
ENSG00000281477.1	ENST00000626392.1	chr2	87249094	87253750	-	792	625.58	0	0	0	0	0	0.07	0.07	1.67E-06	0.221862	1.55E-06	0.20635	87252750	87255750	False	False
ENSG00000271097.1	ENST00000603413.1	chr2	87301657	87302251	+	594	427.61	0	0	0	0	0	0.11	0.1	2.18E-06	0.324394	5.51E-06	0.301613	87299657	87302657	False	False
ENSG00000233999.3	ENST00000421835.2	chr2	87338510	87339035	+	350	183.99	0	0	0	0	0	0.25	0.23	9.20E-07	0.741246	8.54E-07	0.689367	87336510	87339510	False	False
ENSG00000224881.1	ENST00000444323.1	chr2	87379879	87380767	-	888	721.57	0	0	0	0	0	0.06	0.06	1.28E-07	0.19084	1.19E-07	0.177524	87379767	87382767	False	False
ENSG00000280721.1	ENST00000625410.1	chr2	87439522	87459044	-	544.67	387.7	0	0	0	0	0	4.4	4.09	0.0434055	12.6648	0.0384023	11.77	87458044	87461044	False	False
ENSG00000222041.10	ENST00000331944.10	chr2	87455428	87521518	+	591.87	425.49	1961.32	228.22	199.27	1961.83	11.88	214.8	199.65	204.273	224.934	190.099	209.309	87453428	87456428	False	False
ENSG00000273445.1	ENST00000608142.1	chr2	87477494	87478034	-	540	373.62	0	0	0	0	0	0.12	0.11	1.83E-06	0.365915	1.70E-06	0.340357	87477034	87480034	False	False
ENSG00000214354.3	ENST00000398171.3	chr2	87565827	87566764	-	937	770.57	0	0	0	0	0.03	0.06	0.06	4.08E-08	0.181038	3.80E-08	0.168347	87565764	87568764	False	False
ENSG00000265507.1	ENST00000582552.1	chr2	87629754	87629834	+	80	0	0	0	0	0	0	0	0	0	0	0	0	87627754	87630754	False	False
ENSG00000225933.1	ENST00000452984.1	chr2	87654889	87655243	+	354	187.96	1.69	0.45	0.39	2.31	1.6	0.81	0.75	1.44E-06	1.93977	1.34E-06	1.80365	87652889	87655889	False	False
ENSG00000234231.3	ENST00000427434.1	chr2	87700983	87738105	+	2095	1928.57	319.92	8.21	7.17	319.47	23.37	7.66	7.12	6.33001	9.09218	5.87411	8.44382	87698983	87701983	False	False
ENSG00000125551.18	ENST00000359481.8	chr2	87748086	87759476	+	2077	1910.57	1.32	0.03	0.03	1	0.71	0.23	0.21	0.0254672	0.520188	0.0236831	0.483576	87746086	87749086	False	False
ENSG00000185304.13	ENST00000398146.3	chr2	87755959	87825952	-	6408.1	6241.67	544.04	4.32	3.77	515.37	39.26	4.1	3.81	3.07656	5.2062	2.90028	4.87944	87824952	87827952	False	False
ENSG00000229604.2	ENST00000435212.2	chr2	87824941	87825143	+	202	45.01	0	0	0	0	0	1.02	0.95	6.89E-06	3.08051	6.41E-06	2.86308	87822941	87825941	False	False
ENSG00000225428.1	ENST00000423198.1	chr2	87968608	87968971	+	363	196.9	0	0	0	0	0	0.23	0.22	6.74E-07	0.703549	6.27E-07	0.654028	87966608	87969608	False	False
ENSG00000233205.1	ENST00000431142.1	chr2	87972655	87973082	+	427	260.7	0	0	0	0.34	0.62	0.24	0.22	4.03E-07	0.704915	3.75E-07	0.654948	87970655	87973655	False	False
ENSG00000275597.1	ENST00000617314.1	chr2	87980713	87992858	-	601	434.61	30.06	3.42	2.99	29.89	3.08	3.28	3.05	1.98783	4.61828	1.84607	4.29226	87991858	87994858	False	False
ENSG00000222724.1	ENST00000410792.1	chr2	88016353	88016547	-	194	38.77	10	12.77	11.15	10	0	13.09	12.16	5.84094	20.7392	5.45624	19.3114	88015547	88018547	False	False
ENSG00000172086.7	ENST00000347055.3	chr2	88027204	88055783	-	1753	1586.57	229	7.15	6.24	229	0	6.69	6.22	5.82846	7.55457	5.42407	7.03036	88054783	88057783	False	False
ENSG00000115593.14	ENST00000419482.6	chr2	88067824	88113384	+	1875.25	1708.84	0	0	0	0	0	0.24	0.23	0.0237132	0.53255	0.0207998	0.494152	88065824	88068824	False	False
ENSG00000265003.1	ENST00000584268.1	chr2	88082518	88082599	-	81	0	0	0	0	0	0	0	0	0	0	0	0	88081599	88084599	False	False
ENSG00000163586.9	ENST00000295834.7	chr2	88122981	88128062	-	1256	1089.59	0	0	0	0	0	0.29	0.27	0.033637	0.6302	0.0315476	0.586225	88127062	88130062	False	False
ENSG00000144115.16	ENST00000324166.6	chr2	88171459	88186626	+	1425.9	1259.52	0	0	0	0	0	0.78	0.73	0.239506	1.44902	0.224619	1.34885	88169459	88172459	False	False
ENSG00000232508.1	ENST00000449328.1	chr2	88364694	88365608	-	914	747.57	3	0.2	0.17	3	0	0.25	0.23	0.0471914	0.490991	0.043075	0.455936	88364608	88367608	False	False
ENSG00000212133.1	ENST00000390831.1	chr2	88383493	88383597	-	104	0	0	0	0	0	0	0	0	0	0	0	0	88382597	88385597	False	False
ENSG00000252395.2	ENST00000516586.2	chr2	88414897	88415004	-	107	0	0	0	0	0	0	0	0	0	0	0	0	88414004	88417004	False	False
ENSG00000224291.1	ENST00000451912.1	chr2	88428077	88428615	+	203	45.81	0	0	0	0	0	1.01	0.94	3.20E-05	3.02943	2.98E-05	2.81548	88426077	88429077	False	False
ENSG00000214336.4	ENST00000428390.2	chr2	88446786	88452693	-	2804	2637.57	0	0	0	0	0	0.02	0.02	2.27E-07	0.0527033	2.11E-07	0.0490188	88451693	88454693	False	False
ENSG00000172073.3	ENST00000303254.3	chr2	88524648	88529585	+	795	628.58	0	0	0	0	0	0.07	0.07	1.98E-06	0.219093	1.84E-06	0.203771	88522648	88525648	False	False
ENSG00000225420.1	ENST00000413234.1	chr2	88538719	88575610	+	1747	1580.57	0	0	0	0	0	0.03	0.03	3.37E-07	0.0866424	3.13E-07	0.080559	88536719	88539719	False	False
ENSG00000172071.11	ENST00000303236.7	chr2	88556740	88627464	-	2825.59	2659.17	378	7.04	6.14	378	0	7.06	6.57	5.29021	8.87857	4.90913	8.24573	88626464	88629464	False	False
ENSG00000234028.3	ENST00000453008.2	chr2	88627538	88631819	+	2272.82	2106.4	56	1.32	1.15	56	0	1.27	1.18	0.912071	1.63564	0.852374	1.525	88625538	88628538	False	False
ENSG00000153574.8	ENST00000283646.4	chr2	88691672	88750929	+	1848	1681.57	548	16.13	14.09	548	0	15.06	14	13.8283	16.3335	12.85	15.1802	88689672	88692672	False	False
ENSG00000230006.7	ENST00000393515.7	chr2	88765901	88806602	+	1897.57	1731.18	0	0	0	0.26	0.52	0.48	0.45	0.0950918	0.9841	0.0892729	0.916015	88763901	88766901	False	False
ENSG00000240040.5	ENST00000434790.1	chr2	88811185	88825207	-	546.5	380.19	0	0	0	0	0	0.29	0.27	0.00573437	0.739708	0.00568862	0.688183	88824207	88827207	False	False
ENSG00000265510.1	ENST00000585278.1	chr2	88812369	88812454	+	85	0	0	0	0	0	0	0	0	0	0	0	0	88810369	88813369	False	False
ENSG00000211592.7	ENST00000390237.2	chr2	88857160	88857683	-	781.67	615.26	0	0	0	0	0	0.25	0.24	0.0223984	0.558973	0.0208233	0.519894	88856683	88859683	False	False
ENSG00000211593.2	ENST00000390238.2	chr2	88860567	88860605	-	38	0	0	0	0	0	0	0	0	0	0	0	0	88859605	88862605	False	False
ENSG00000211594.2	ENST00000390239.2	chr2	88860885	88860922	-	37	0	0	0	0	0	0	0	0	0	0	0	0	88859922	88862922	False	False
ENSG00000211595.2	ENST00000390240.2	chr2	88861220	88861258	-	38	0	0	0	0	0	0	0	0	0	0	0	0	88860258	88863258	False	False
ENSG00000211596.3	ENST00000390241.3	chr2	88861524	88861563	-	39	0	0	0	0	0	0	0	0	0	0	0	0	88860563	88863563	False	False
ENSG00000211597.2	ENST00000390242.2	chr2	88861885	88861923	-	38	0	0	0	0	0	0	0	0	0	0	0	0	88860923	88863923	False	False
ENSG00000211598.2	ENST00000390243.2	chr2	88885396	88886153	+	538	371.62	0	0	0	0	0	0.12	0.12	4.48E-07	0.373818	4.16E-07	0.347578	88883396	88886396	False	False
ENSG00000211599.2	ENST00000390244.2	chr2	88897231	88897784	+	408	241.73	0	0	0	0	0	0.19	0.18	2.67E-06	0.571914	3.48E-06	0.531756	88895231	88898231	False	False
ENSG00000197794.2	ENST00000357453.2	chr2	88915080	88915378	-	298	132.78	0	0	0	0	0	0.35	0.32	5.80E-06	1.03789	5.39E-06	0.965148	88914378	88917378	False	False
ENSG00000225136.1	ENST00000445958.1	chr2	88922327	88922753	-	426	259.7	0	0	0	0	0	0.18	0.17	6.85E-07	0.535364	6.37E-07	0.497876	88921753	88924753	False	False
ENSG00000253435.1	ENST00000523070.1	chr2	88931665	88932380	-	340	174.08	0	0	0	0	0	0.26	0.25	3.48E-07	0.793826	3.24E-07	0.738077	88931380	88934380	False	False
